	LE6	LE7	LE8	LE9	LE10	LE11	LE12	LE13	LE14	LE15	LP1	LP2	LP3	LP4	LP5	LP6	LP7	LP8	LP9	LP10	LP11	LP12	LP13	LP14	LP15
	E14.5	E14.5	E14.5	E14.5	E14.5	E17.5	E17.5	E17.5	E17.5	E17.5	P0	P0	P0	P0	P0	P1	P1	P1	P1	P7	P7	P7	P21	P21	P21
TAG54:7(18:2)	6.10E-05	8.93E-05	0.00011174	6.66E-05	0.000103239	6.88E-05	6.18E-05	9.86E-05	5.40E-05	9.91E-05	2.45E-05	5.52E-05	2.28E-05	3.15E-05	5.04E-05	1.83E-05	3.03E-05	2.90E-05	7.27E-05	0.001083201	0.00093923	0.0010231	0.000279533	0.000469102	0.000360632
TAG54:6(20:4)	0.00038912	0.000563762	0.00076776	0.000316392	0.000391058	0.000989867	0.000964637	0.000845785	0.001040116	0.001268914	0.000357934	0.000498702	0.000258212	0.000175015	0.000260178	0.00018348	0.000189807	0.000205771	0.000264044	0.015643411	0.011601016	0.014774259	0.002076209	0.002750351	0.002259961
TAG54:6(22:5)	0.000233981	0.000507944	0.00028836	0.000199826	0.000172066	0.000195889	0.000375961	0.000502383	0.000467602	0.000367266	0.000303998	0.000324007	0.000214298	0.000249121	0.000209768	0.0001529	0.000162692	0.000154673	0.000196704	0.002403742	0.001868915	0.002282467	0.000694324	0.000621185	0.000646133
TAG54:6(18:2)	0.000353515	0.000491199	0.00051184	0.000369679	0.000416086	0.000460549	0.000427903	0.000346581	0.00032972	0.000559643	0.000233719	0.00025383	0.000124715	0.000171862	0.000141472	0.000191125	0.000239253	0.000215438	0.000414674	0.012161474	0.008678332	0.010946304	0.002457185	0.004549646	0.002987236
TAG54:6(18:3)	9.41E-05	0.000195363	9.01E-05	8.66E-05	8.45E-05	9.79E-05	0.000155826	0.000104928	0.000158865	0.000176832	7.03E-05	8.81E-05	3.69E-05	3.63E-05	8.29E-05	5.50E-05	6.86E-05	5.66E-05	6.38E-05	0.00267142	0.002061724	0.002325819	0.000617678	0.001075293	0.000763338
TAG54:5(20:4)	0.001429317	0.001395451	0.001553542	0.001099045	0.001279542	0.002350674	0.002824655	0.002511917	0.002805615	0.003136334	0.001046016	0.001485654	0.000772879	0.000610188	0.000982172	0.00038225	0.000500836	0.000533071	0.000416446	0.035102278	0.028729649	0.038280656	0.004093806	0.00679448	0.00516305
TAG54:5(20:3)	0.000246697	0.000284672	0.000212666	0.000159861	0.000209607	0.000272995	0.000324019	0.000340222	0.000296748	0.000390584	0.00014873	0.000246365	0.000124715	0.000134021	0.000191881	9.33E-05	0.000116436	7.18E-05	0.000113415	0.007387894	0.00511613	0.006843066	0.001602806	0.002306953	0.00151165
TAG54:5(18:1)	0.000684139	0.000909834	0.000854268	0.000522879	0.000738318	0.001237855	0.00129113	0.001379965	0.001468751	0.001785806	0.000768168	0.001037718	0.000465484	0.000376834	0.00066508	0.00050457	0.000531141	0.000599359	0.000547582	0.033637244	0.025020025	0.028404034	0.007019885	0.012340164	0.007350885
TAG54:5(18:2)	0.000620558	0.000697726	0.000634393	0.000526209	0.000663235	0.001054469	0.001130357	0.000782192	0.001031123	0.001379676	0.000689717	0.000995911	0.000461971	0.000361067	0.000575644	0.000686521	0.000738494	0.000756795	0.000852385	0.040440379	0.02877684	0.032693717	0.008699338	0.018635554	0.011314833
TAG54:5(18:3)	0.000157683	0.000200945	0.000129762	0.000156531	0.000153295	0.000202141	0.000269604	0.000216216	0.000287755	0.000312856	0.000119311	0.000164243	8.26E-05	9.46E-05	0.00011708	0.000100914	8.77E-05	9.25E-05	0.000116959	0.003843847	0.003041043	0.00311482	0.001118132	0.001927816	0.001142002
TAG54:4(20:3)	0.000577322	0.000630744	0.000771364	0.000442949	0.00055061	0.000808565	0.000853333	0.000871222	0.000827297	0.000888045	0.000496857	0.00074656	0.000347796	0.000307459	0.000396772	0.000189596	0.000271153	0.000265154	0.000148857	0.011351303	0.009361755	0.012541647	0.003038794	0.004258331	0.003020294
TAG54:5(16:0)	0.000602755	0.000714471	0.000645206	0.000409644	0.000528711	0.001008622	0.001444482	0.001116054	0.001079083	0.001437972	0.000578577	0.000759998	0.000372387	0.000291692	0.000484582	0.000201828	0.000252013	0.000274821	0.000171895	0.026568037	0.023051222	0.027181158	0.005153326	0.005766312	0.005157039
TAG54:5(16:1)	0.000216178	0.000262345	0.000227084	0.000129887	0.000181451	0.000279247	0.000388328	0.000298886	0.000284758	0.000367266	0.000194494	0.000171709	0.000112419	5.83E-05	0.000133341	5.50E-05	5.26E-05	6.21E-05	8.68E-05	0.002459062	0.00212663	0.002499226	0.000541032	0.000867517	0.000583022
TAG54:4(18:3)	9.66E-05	0.00015629	0.000151389	9.99E-05	9.70E-05	0.000131288	0.000136039	0.000130365	0.00014088	0.000231241	7.19E-05	0.000110491	7.55E-05	7.57E-05	9.59E-05	3.21E-05	6.22E-05	8.42E-05	6.20E-05	0.001181349	0.000986955	0.001192172	0.000703341	0.00150798	0.00083847
TAG54:4(18:2)	0.001088519	0.001389869	0.001265182	0.000959167	0.001098091	0.001983902	0.002292868	0.002108103	0.002550832	0.002596123	0.001655647	0.002384512	0.001157562	0.000975985	0.001465128	0.001408209	0.001075043	0.001324391	0.00087365	0.059455142	0.045339949	0.056334504	0.016990648	0.040350987	0.022449351
TAG54:4(18:1)	0.002306745	0.002556466	0.002011314	0.002051551	0.001902107	0.00367397	0.00458079	0.003926858	0.004253384	0.005108689	0.003272068	0.00468541	0.002387143	0.001989812	0.003156285	0.00262988	0.002295232	0.002802074	0.001493888	0.105899961	0.083299718	0.103615071	0.029298576	0.056855115	0.037280302
TAG54:4(18:0)	0.000358601	0.000390726	0.000418123	0.000329714	0.000331617	0.000664774	0.000751922	0.000613671	0.000743368	0.000845295	0.000436385	0.000503181	0.000291586	0.00023493	0.000375632	0.000125378	0.000169072	0.000171246	0.000116959	0.009477562	0.007840279	0.009914534	0.004346287	0.008602343	0.004889571
TAG54:4(16:0)	0.00077824	0.000764707	0.000933567	0.000702723	0.000666363	0.001254527	0.001553313	0.001386324	0.0014118	0.001601202	0.001039478	0.001081019	0.000602495	0.000545543	0.000762647	0.000322619	0.000339739	0.0004364	0.000248095	0.029141139	0.023570471	0.031473334	0.008334141	0.012682887	0.009307314
TAG54:4(16:1)	0.000119534	0.000117218	0.000162203	0.000126557	8.45E-05	0.000158379	0.000192927	0.00017806	0.000182845	0.000186548	0.000106236	9.85E-05	5.27E-05	7.41E-05	8.46E-05	4.13E-05	4.94E-05	3.73E-05	1.59E-05	0.001350878	0.001061406	0.001456617	0.000486929	0.000850381	0.00067919
TAG54:4(16:2)	1.27E-05	4.47E-05	3.60E-05	2.66E-05	8.45E-05	2.29E-05	3.22E-05	3.82E-05	5.99E-06	9.72E-06	2.45E-05	4.48E-06	1.93E-05	1.42E-05	2.60E-05	1.07E-05	2.07E-05	2.35E-05	8.86E-06	0.000139192	0.000103086	0.000149563	4.73E-05	8.78E-05	2.70E-05
TAG54:3(16:0)	0.000480678	0.000547017	0.000529862	0.000436288	0.000581895	0.000850244	0.000902801	0.00088394	0.000698406	0.000959944	0.000534449	0.000543496	0.000356578	0.00034057	0.000406528	0.000217118	0.000275938	0.000277583	0.000147085	0.014156562	0.011889276	0.015355172	0.00608886	0.012158092	0.007302801
TAG54:3(16:1)	0.000152596	8.93E-05	0.000140576	6.99E-05	0.000128267	0.000139623	0.000163246	0.000136725	0.000146875	0.000126308	5.72E-05	7.61E-05	5.80E-05	6.94E-05	7.64E-05	2.60E-05	3.67E-05	3.18E-05	4.78E-05	0.000740574	0.000429526	0.000548399	0.000270516	0.000541931	0.000255448
TAG54:3(18:0)	0.000813846	0.000982398	0.000969612	0.000646105	0.000988595	0.0014525	0.00172398	0.001647054	0.0015287	0.001873251	0.000962661	0.001315439	0.000855437	0.000723711	0.000980546	0.000435765	0.000459365	0.000611788	0.000248095	0.014741883	0.012503975	0.014746081	0.010216481	0.022454075	0.012261493
TAG54:3(18:1)	0.004486326	0.004538007	0.005118398	0.003696789	0.004417393	0.008627474	0.009990178	0.009007925	0.007832342	0.009136954	0.007137424	0.007950863	0.005141404	0.004577198	0.005940189	0.003258298	0.002818398	0.004416477	0.001477939	0.084274925	0.064956758	0.077986814	0.034871957	0.071626598	0.043274955
TAG54:3(18:2)	0.000701942	0.000625162	0.00102368	0.000486244	0.000663235	0.001498346	0.001474163	0.001427659	0.001372833	0.001502098	0.001096682	0.001073553	0.000758827	0.000602304	0.00098705	0.000487751	0.00045777	0.000644933	0.000292398	0.016722695	0.013897548	0.017323339	0.010232261	0.022897923	0.012321598
TAG54:2(18:2)	0.00012462	0.000200945	0.000169412	9.66E-05	0.000134524	0.00029175	0.000291865	0.000254371	0.000257781	0.000320629	0.000202666	0.000217996	0.000138767	0.000121407	0.000182125	5.66E-05	6.06E-05	0.000118767	8.15E-05	0.001559667	0.001263761	0.001688549	0.00144726	0.00308879	0.001679945
TAG54:2(18:1)	0.00213126	0.002852302	0.002353742	0.00173516	0.002427689	0.004090757	0.004244403	0.004279798	0.004043562	0.004348895	0.003461659	0.003558105	0.002568067	0.002283081	0.00305384	0.001125344	0.001051117	0.001894749	0.000584796	0.015246901	0.012857141	0.016493154	0.011765184	0.022360523	0.014226938
TAG54:2(18:0)	0.001309784	0.001507087	0.001348085	0.000955836	0.00138591	0.002261065	0.002587206	0.002403809	0.002161163	0.002617498	0.001871388	0.002020191	0.001405235	0.001354397	0.001749697	0.000529034	0.000614082	0.001030235	0.000340245	0.007057759	0.005956092	0.007751284	0.008122237	0.015279012	0.008781393
TAG54:1(18:0)	0.00091812	0.001389869	0.000908336	0.000632784	0.000885356	0.001056553	0.001202086	0.001252779	0.001189988	0.0011154	0.000869501	0.000995911	0.000827332	0.00077732	0.000943145	0.000325677	0.000352499	0.000510975	0.000398725	0.001548959	0.001504295	0.001749241	0.002662327	0.004496095	0.003059363
TAG54:1(18:1)	0.000399293	0.000597253	0.00047219	0.000313061	0.000450499	0.000683529	0.000643091	0.000804449	0.000620473	0.00075785	0.000660298	0.000571865	0.000407518	0.000427289	0.000536617	0.000194183	0.000162692	0.000230629	8.68E-05	0.001224178	0.001174037	0.001341735	0.001625349	0.003086647	0.002040577
TAG54:1(17:1)	7.63E-06	5.58E-05	4.69E-05	2.66E-05	2.50E-05	6.25E-06	2.47E-05	2.23E-05	2.10E-05	2.72E-05	1.31E-05	2.24E-05	8.78E-06	1.26E-05	1.95E-05	7.64E-06	9.57E-06	2.76E-05	1.59E-05	4.46E-05	2.67E-05	3.68E-05	1.58E-05	2.78E-05	3.31E-05
TAG54:0(18:0)	0.00051374	0.00102147	0.000580325	0.000492905	0.000628822	0.000391779	0.000541681	0.000632749	0.000497577	0.000479972	0.000354665	0.000382239	0.000382927	0.000301152	0.000375632	0.000318032	0.000320599	0.000283108	0.000317208	0.000519294	0.000467706	0.000513718	0.000701087	0.000863233	0.00078738
TAG55:7(22:6)	0.000193288	0.000206527	0.000162203	0.000119896	0.000128267	0.000110448	0.000168193	0.00017806	0.000173852	0.000141854	8.17E-05	0.000116463	8.61E-05	0.000116677	0.000130089	9.79E-05	7.50E-05	0.000127053	7.62E-05	0.001775593	0.001212218	0.001846783	0.000536523	0.000638321	0.000592038
TAG55:7(22:5)	0.00011699	0.000262345	0.000108135	0.000119896	0.000128267	0.000108364	0.000242396	0.000343401	0.000218814	0.00010882	0.000106236	0.00013886	0.000179167	0.000184475	0.00010895	8.87E-05	0.000130792	0.000129815	0.000138225	0.001254515	0.001009863	0.001432774	0.000628949	0.000959624	0.000799401
TAG55:7(20:4)	0.000216178	0.000357235	0.000205457	0.000219809	0.000272176	0.000147959	0.000220135	0.00035294	0.000257781	0.000221525	8.34E-05	0.000191119	0.000166872	0.000173438	0.00010895	0.000105501	0.000138767	0.000133958	0.000175439	0.001042157	0.000778874	0.001096798	0.000358434	0.000409125	0.000438769
TAG55:5(20:4)	0.000134793	0.000206527	9.37E-05	8.99E-05	7.20E-05	6.88E-05	0.000116251	0.00017806	9.59E-05	6.80E-05	8.17E-05	6.72E-05	7.90E-05	5.99E-05	6.99E-05	4.43E-05	5.42E-05	8.15E-05	5.14E-05	0.000585321	0.000540248	0.000630767	0.000205141	0.000237764	0.000273479
TAG55:5(19:1)	2.29E-05	6.14E-05	2.88E-05	3.00E-05	2.19E-05	1.88E-05	2.97E-05	2.54E-05	2.10E-05	1.55E-05	1.14E-05	2.99E-05	8.78E-06	7.88E-06	2.44E-05	1.83E-05	1.91E-05	1.52E-05	1.24E-05	0.00018559	0.000112631	0.000158234	0.000105952	6.64E-05	5.71E-05
TAG55:5(18:2)	3.05E-05	5.02E-05	3.60E-06	3.33E-05	2.50E-05	3.13E-05	3.22E-05	1.59E-05	3.00E-05	2.72E-05	2.45E-05	1.64E-05	2.63E-05	1.26E-05	1.46E-05	2.45E-05	1.28E-05	2.62E-05	1.77E-05	0.000319428	0.000358893	0.000518053	0.000135258	0.000229196	0.000174306
TAG55:4(20:3)	0.000180572	0.000440962	0.000273942	0.00022647	0.000278433	0.000214645	0.000170667	0.000305246	0.000278763	0.000137968	0.000119311	0.000170216	0.000115932	0.000140327	0.000130089	0.00012232	0.000130792	0.000145006	0.000145313	0.000378317	0.000318804	0.00044002	0.000243464	0.000310593	0.000312548
TAG55:4(19:0)	5.09E-06	3.91E-05	3.60E-05	1.33E-05	3.44E-05	6.25E-06	2.47E-05	3.82E-05	1.80E-05	2.91E-05	1.47E-05	1.49E-05	1.05E-05	7.88E-06	1.46E-05	1.22E-05	1.12E-05	1.10E-05	7.09E-06	0.00014633	8.59E-05	9.75E-05	7.44E-05	8.14E-05	7.81E-05
TAG55:4(19:1)	2.54E-05	1.12E-05	5.41E-05	2.33E-05	1.88E-05	3.54E-05	2.97E-05	3.50E-05	1.80E-05	3.11E-05	1.63E-05	2.39E-05	3.69E-05	3.47E-05	3.41E-05	1.83E-05	1.91E-05	3.73E-05	1.77E-05	0.000346196	0.000293987	0.0003945	0.000123986	0.000274178	0.000156274
TAG55:4(19:2)	2.29E-05	3.35E-05	3.96E-05	4.00E-05	2.82E-05	3.96E-05	3.71E-05	2.54E-05	3.30E-05	1.17E-05	8.17E-06	1.34E-05	1.93E-05	1.42E-05	1.95E-05	2.29E-05	2.07E-05	1.80E-05	2.48E-05	0.000117778	7.45E-05	0.000127888	3.16E-05	0.000104959	6.61E-05
TAG55:4(18:1)	8.39E-05	0.000145127	9.01E-05	4.00E-05	6.57E-05	6.46E-05	6.18E-05	5.41E-05	9.59E-05	7.58E-05	4.09E-05	5.67E-05	4.22E-05	3.47E-05	5.04E-05	4.28E-05	3.19E-05	3.45E-05	4.96E-05	0.000569261	0.000448616	0.000587416	0.000295313	0.000415551	0.000318558
TAG55:4(18:2)	3.05E-05	0.000106054	3.60E-05	2.66E-05	4.38E-05	1.88E-05	4.45E-05	6.36E-06	4.20E-05	1.94E-05	3.27E-05	3.43E-05	2.46E-05	1.58E-05	3.09E-05	2.91E-05	3.51E-05	3.31E-05	3.19E-05	0.000424715	0.000387528	0.000429182	0.000189361	0.000383421	0.000243427
TAG55:3(19:1)	2.29E-05	6.14E-05	3.60E-05	3.33E-05	3.13E-05	4.58E-05	5.19E-05	4.13E-05	5.40E-05	3.50E-05	5.07E-05	3.28E-05	1.58E-05	2.68E-05	3.90E-05	3.82E-05	3.03E-05	3.31E-05	2.13E-05	0.000244479	0.000160356	0.000277451	0.000142021	0.000237764	0.000201353
TAG55:3(18:1)	7.63E-05	0.000133963	0.000126158	8.33E-05	7.82E-05	8.96E-05	7.67E-05	9.86E-05	8.69E-05	7.38E-05	5.72E-05	6.12E-05	4.22E-05	6.46E-05	9.92E-05	4.74E-05	7.82E-05	0.000106338	5.14E-05	0.000537139	0.000425708	0.000611259	0.000367451	0.00053122	0.000477838
TAG55:3(17:0)	1.27E-05	3.91E-05	1.80E-05	2.66E-05	1.88E-05	2.29E-05	1.98E-05	2.23E-05	3.00E-05	2.14E-05	2.62E-05	1.79E-05	2.46E-05	6.31E-06	2.60E-05	1.68E-05	1.91E-05	2.21E-05	1.59E-05	0.000103502	8.02E-05	7.59E-05	7.89E-05	0.000128521	8.72E-05
TAG56:8(22:6)	0.000452702	0.000413053	0.000573116	0.000306401	0.000500554	0.000577249	0.000667826	0.000642288	0.000737373	0.001039615	0.000416772	0.000688328	0.00023362	0.000200243	0.000387015	0.000238524	0.000259988	0.000312109	0.000239235	0.013878178	0.01178619	0.013519227	0.001539686	0.001735034	0.001779118
TAG56:8(22:5)	5.34E-05	0.000106054	5.05E-05	4.66E-05	2.50E-05	3.75E-05	7.42E-05	8.27E-05	5.70E-05	4.47E-05	6.21E-05	6.57E-05	4.22E-05	5.05E-05	3.58E-05	2.75E-05	3.67E-05	3.73E-05	2.48E-05	0.000860137	0.000704422	0.00063727	0.000180344	0.000190639	0.000162284
TAG56:8(20:5)	3.56E-05	6.14E-05	2.52E-05	3.66E-05	9.39E-06	4.79E-05	3.46E-05	6.36E-05	6.59E-05	4.86E-05	2.78E-05	5.67E-05	2.63E-05	2.05E-05	5.04E-05	3.21E-05	4.15E-05	3.31E-05	5.14E-05	0.001250945	0.00116831	0.001402427	0.000114969	0.000207776	0.000120211
TAG56:8(20:4)	2.29E-05	5.58E-05	2.52E-05	5.00E-05	1.88E-05	2.08E-05	3.71E-05	4.77E-05	2.40E-05	2.14E-05	1.80E-05	1.34E-05	2.46E-05	2.68E-05	1.95E-05	1.53E-06	1.28E-05	9.67E-06	2.30E-05	0.000115993	6.49E-05	5.20E-05	6.31E-05	7.28E-05	8.72E-05
TAG56:8(18:1)	5.09E-05	9.49E-05	9.37E-05	5.33E-05	0.000103239	0.000118784	0.000136039	6.04E-05	0.000113903	0.000118535	7.35E-05	6.72E-05	5.97E-05	4.73E-05	9.43E-05	5.20E-05	4.94E-05	5.39E-05	4.43E-05	0.00077448	0.000679605	0.000802006	0.000157801	0.000188498	0.00027949
TAG56:8(18:2)	0.000134793	0.000256763	0.000180225	0.000106574	0.00016268	0.000154211	0.000123671	0.000190778	0.000215817	0.000204037	0.00010787	0.000173202	7.03E-05	6.78E-05	0.000100819	6.57E-05	7.02E-05	9.81E-05	6.91E-05	0.00449341	0.003686286	0.004521582	0.000574846	0.000651173	0.000748312
TAG56:7(22:6)	0.00133013	0.001462433	0.001445407	0.001049089	0.001054293	0.001612963	0.001852598	0.002015893	0.002068242	0.002520338	0.001477497	0.001884317	0.001034605	0.000808854	0.001489519	0.000533621	0.000658743	0.001102048	0.000464293	0.035431503	0.026310283	0.032126579	0.004585243	0.004112674	0.004667181
TAG56:7(22:5)	0.000155139	0.000306999	0.000162203	0.00014987	0.00020335	0.00031259	0.000289391	0.00026709	0.000311735	0.000301197	0.000184687	0.000256817	0.000163359	0.00010564	0.000180499	9.48E-05	0.000106866	0.000158816	0.000145313	0.007298669	0.005419662	0.006810552	0.001395411	0.001238086	0.001451544
TAG56:7(20:2)	7.63E-06	1.12E-05	7.21E-06	6.66E-06	1.88E-05	3.54E-05	2.72E-05	1.91E-05	2.70E-05	1.55E-05	6.54E-06	7.47E-06	1.23E-05	1.10E-05	8.13E-06	2.14E-05	1.60E-05	4.14E-06	1.42E-05	0.000267677	0.000183264	0.00025144	6.99E-05	0.000126379	6.31E-05
TAG56:7(20:4)	0.000422183	0.000306999	0.000302779	0.000239792	0.000416086	0.000441793	0.000541681	0.000435611	0.000539541	0.000728702	0.000313805	0.000380746	0.000166872	0.000148211	0.000240665	0.000232408	0.000232873	0.000350777	0.00020202	0.013465954	0.010530065	0.012288039	0.001778641	0.00238835	0.001767098
TAG56:7(20:5)	7.63E-05	6.14E-05	7.21E-05	3.33E-05	7.51E-05	6.25E-05	0.000103884	6.68E-05	8.69E-05	7.97E-05	6.21E-05	0.000103025	4.39E-05	2.68E-05	4.23E-05	3.67E-05	6.22E-05	6.21E-05	4.78E-05	0.001764886	0.001290487	0.001445779	0.000261499	0.000321303	0.0002855
TAG56:7(18:2)	0.000127163	7.26E-05	0.000151389	0.000156531	0.00012201	0.000183386	0.000178087	0.000244832	0.000206824	0.000305083	0.00010787	0.000238899	0.000114175	7.88E-05	0.000123585	0.000103972	0.000146742	0.000135339	8.68E-05	0.008567459	0.006633788	0.007775127	0.001607315	0.001765023	0.001878292
TAG56:7(18:3)	5.34E-05	9.49E-05	7.93E-05	5.33E-05	5.01E-05	5.00E-05	7.17E-05	6.68E-05	0.000122896	8.36E-05	3.27E-05	5.82E-05	3.16E-05	2.21E-05	5.04E-05	1.99E-05	3.03E-05	2.62E-05	3.19E-05	0.001165289	0.000872415	0.001222518	0.000338145	0.000376995	0.000366643
TAG56:6(22:5)	0.000470505	0.000692144	0.000627184	0.000569505	0.000497426	0.00061476	0.000895381	0.001046102	0.000947195	0.000884159	0.000719136	0.000906324	0.00061479	0.000458823	0.000770777	0.000359315	0.00041311	0.00047783	0.000347333	0.014804341	0.012272986	0.01639778	0.003331853	0.003414376	0.004405723
TAG56:6(22:4)	0.00024924	0.000368399	0.000313592	0.000163192	0.000256534	0.000343849	0.000418009	0.000362479	0.000299745	0.000532438	0.000232085	0.000279213	0.000216055	0.000102486	0.000200012	0.000105501	8.77E-05	0.000131196	0.000116959	0.005184018	0.004203626	0.005778782	0.001429225	0.001702904	0.001601808
TAG56:6(20:1)	1.27E-05	2.23E-05	2.88E-05	3.00E-05	2.19E-05	1.88E-05	3.22E-05	1.91E-05	2.10E-05	5.83E-06	9.81E-06	8.96E-06	1.41E-05	1.42E-05	9.76E-06	9.17E-06	1.91E-05	2.21E-05	1.59E-05	0.00020165	0.000196627	0.00018858	9.69E-05	9.00E-05	0.00010819
TAG56:6(20:2)	3.81E-05	3.91E-05	3.60E-05	3.00E-05	3.13E-05	5.42E-05	5.94E-05	6.68E-05	5.70E-05	4.28E-05	1.96E-05	2.99E-05	5.45E-05	2.21E-05	4.88E-05	3.98E-05	2.87E-05	3.45E-05	3.01E-05	0.001705997	0.001416481	0.001643029	0.00048242	0.000846097	0.000510895
TAG56:6(20:3)	0.000198375	0.000139545	0.000147785	9.33E-05	0.00012201	0.000143791	0.000163246	0.000241653	0.00017685	0.000207923	0.00012258	0.000219489	0.000114175	8.51E-05	0.000131715	0.000117733	0.000220113	0.000171246	8.15E-05	0.006490283	0.004646515	0.005711586	0.001390902	0.002304811	0.001547713
TAG56:6(20:4)	0.001009678	0.00098798	0.00094438	0.000496236	0.000813401	0.001071141	0.00146427	0.001310012	0.001243943	0.001744999	0.000869501	0.001067581	0.000567364	0.000414676	0.000738255	0.000339438	0.000398755	0.000502689	0.000288854	0.023172568	0.018488702	0.024130932	0.003552774	0.00465032	0.004201364
TAG56:6(18:2)	0.000244154	0.000318163	0.000263129	0.000136548	0.000212736	0.000406367	0.000455111	0.000384737	0.000503572	0.00060628	0.000264773	0.000344911	0.000196733	0.000148211	0.000206516	0.000162074	0.000202567	0.000233391	0.000113415	0.012288174	0.009690104	0.011756981	0.002968911	0.004168366	0.003450047
TAG56:6(18:3)	3.31E-05	3.91E-05	3.24E-05	2.66E-05	5.01E-05	3.13E-05	2.23E-05	5.72E-05	3.30E-05	4.08E-05	3.27E-05	2.99E-05	2.46E-05	3.63E-05	2.28E-05	6.12E-06	1.75E-05	3.04E-05	2.48E-05	0.000667409	0.000414254	0.000602589	0.000245719	0.000404841	0.000276485
TAG56:5(22:4)	0.000640904	0.000820525	0.000738924	0.00045627	0.000653849	0.000910678	0.001105623	0.001186006	0.001366838	0.001210617	0.000714233	0.000889899	0.000576146	0.000487204	0.00071549	0.000220176	0.000237658	0.000319014	0.000255184	0.008901164	0.006641424	0.008969467	0.003144746	0.00268609	0.003026305
TAG56:5(22:1)	0.00013225	0.000368399	0.000205457	0.000129887	0.000128267	0.00010628	0.000138512	0.000124006	0.000194834	0.000137968	7.52E-05	7.47E-05	5.97E-05	6.46E-05	8.78E-05	5.66E-05	8.77E-05	8.98E-05	0.000106327	0.000194512	0.000200445	0.000216758	0.000133004	0.000152083	0.000183321
TAG56:5(20:0)	2.29E-05	6.14E-05	1.08E-05	3.33E-05	1.56E-05	1.25E-05	1.73E-05	3.50E-05	4.20E-05	2.72E-05	1.63E-05	1.64E-05	8.78E-06	2.37E-05	6.50E-06	4.59E-06	1.44E-05	1.38E-05	1.77E-05	0.000105286	7.64E-05	7.59E-05	6.31E-05	4.28E-05	4.51E-05
TAG56:5(20:1)	4.32E-05	3.35E-05	3.24E-05	5.33E-05	1.56E-05	3.75E-05	7.42E-05	5.72E-05	5.99E-05	5.44E-05	3.76E-05	4.03E-05	2.46E-05	3.31E-05	4.39E-05	2.60E-05	5.42E-05	3.31E-05	3.01E-05	0.001354447	0.001057588	0.001352573	0.000504963	0.001148122	0.000766343
TAG56:5(20:2)	8.65E-05	7.81E-05	7.57E-05	4.33E-05	7.20E-05	7.50E-05	0.000131092	0.000127186	0.000101913	0.000128252	7.68E-05	0.000135874	7.03E-05	3.94E-05	6.02E-05	7.19E-05	8.13E-05	9.11E-05	7.97E-05	0.004884219	0.00390964	0.004844552	0.001823727	0.004056982	0.00235613
TAG56:5(20:3)	0.000261957	0.00027909	0.000277547	0.000213148	0.000247149	0.000306338	0.000413063	0.000429252	0.000404656	0.000462483	0.00028602	0.000412101	0.000259969	0.000173438	0.000281318	0.000178893	0.000258393	0.000284488	0.000148857	0.005683682	0.004499522	0.005917507	0.002004071	0.00294099	0.002608572
TAG56:5(20:4)	0.000874885	0.001004725	0.000976821	0.000772662	0.00106055	0.001552529	0.001961429	0.001841012	0.001726532	0.002223028	0.001028038	0.001345301	0.000820306	0.000673257	0.001001685	0.000340967	0.000341334	0.000541357	0.000186072	0.017250912	0.016536288	0.019020558	0.004900845	0.006016928	0.005676951
TAG56:5(18:1)	0.001060543	0.000948907	0.000926358	0.000566175	0.00079463	0.00144208	0.001743767	0.001643875	0.001645601	0.002003445	0.001060725	0.001384122	0.000843141	0.000640145	0.001009816	0.000409772	0.000532736	0.000719507	0.000244551	0.022076242	0.018259622	0.02308478	0.007123583	0.010155306	0.008555998
TAG56:5(18:2)	0.00011699	0.000100472	0.000169412	8.66E-05	0.000115753	0.000216729	0.000183034	0.000238473	0.000266773	0.000272049	0.00014873	0.00016275	0.000121202	7.41E-05	0.000126837	0.000116204	0.000122816	0.000158816	8.86E-05	0.006841833	0.005593381	0.006914596	0.002772787	0.005740607	0.003621348
TAG56:5(18:3)	2.80E-05	3.91E-05	3.24E-05	5.00E-05	3.13E-05	3.33E-05	4.45E-05	8.27E-05	3.30E-05	1.17E-05	2.45E-05	2.69E-05	1.41E-05	1.58E-05	3.58E-05	2.75E-05	1.75E-05	1.93E-05	3.37E-05	0.000408654	0.000251989	0.000340311	0.000205141	0.000323445	0.000204358
TAG56:4(22:1)	6.61E-05	0.00015629	6.85E-05	2.33E-05	5.94E-05	6.88E-05	7.67E-05	5.09E-05	5.10E-05	4.28E-05	4.09E-05	4.18E-05	5.62E-05	2.68E-05	3.41E-05	3.21E-05	3.19E-05	4.28E-05	3.37E-05	0.000105286	0.000104995	0.000138725	7.89E-05	0.000109243	9.62E-05
TAG56:4(20:0)	3.56E-05	1.12E-05	3.96E-05	3.66E-05	6.57E-05	4.79E-05	2.23E-05	4.13E-05	3.00E-05	4.86E-05	1.31E-05	3.14E-05	2.28E-05	1.58E-05	3.25E-05	1.07E-05	1.60E-05	1.66E-05	4.25E-05	0.000173098	7.83E-05	0.000195083	9.24E-05	0.000192782	0.000147258
